MacAdress,ProcessDate,Temperature,Longitude,Latitude,accuracy,UserId,Id
00:1B:10:18:4C:36,2020-05-02 06:29:51.283,35.779998779296875,28.8999753,41.0259358,40.532,30,1139
00:1B:10:18:4C:36,2020-05-02 06:30:01.233,35.70000076293945,28.8999753,41.0259358,40.532,30,1141
00:1B:10:18:4C:36,2020-05-02 06:30:11.177,35.7599983215332,28.8999753,41.0259358,40.532,30,1142
00:1B:10:18:4C:36,2020-05-02 06:30:21.120,35.709999084472656,28.8999753,41.0259358,40.532,30,1143
00:1B:10:18:4C:36,2020-05-02 06:30:31.260,35.7400016784668,28.8999753,41.0259358,40.532,30,1144
00:1B:10:18:4C:36,2020-05-02 06:30:41.203,35.7400016784668,28.8999753,41.0259358,40.532,30,1145
00:1B:10:18:4C:36,2020-05-02 06:30:51.150,35.75,28.8999753,41.0259358,40.532,30,1146
00:1B:10:18:4C:36,2020-05-02 06:31:01.290,35.709999084472656,28.8999753,41.0259358,40.532,30,1147
00:1B:10:18:4C:36,2020-05-02 06:31:11.237,35.790000915527344,28.8999753,41.0259358,40.532,30,1148
00:1B:10:18:4C:36,2020-05-02 06:31:21.177,35.790000915527344,28.8999753,41.0259358,40.532,30,1149
00:1B:10:18:4C:36,2020-05-02 06:31:31.127,35.7400016784668,28.8999753,41.0259358,40.532,30,1150
00:1B:10:18:4C:36,2020-05-02 06:31:41.263,35.5,28.8999753,41.0259358,40.532,30,1151
00:1B:10:18:4C:36,2020-05-02 06:31:51.210,35.77000045776367,28.8999753,41.0259358,40.532,30,1152
00:1B:10:18:4C:36,2020-05-02 06:32:01.157,35.720001220703125,28.8999753,41.0259358,40.532,30,1153
00:1B:10:18:4C:36,2020-05-02 06:32:11.297,35.7599983215332,28.8999753,41.0259358,40.532,30,1154
00:1B:10:18:4C:36,2020-05-02 06:32:21.237,35.779998779296875,28.8999309,41.0260541,28.184,30,1155
00:1B:10:18:4C:36,2020-05-02 06:32:31.183,35.709999084472656,28.8999309,41.0260541,28.184,30,1156
00:1B:10:18:4C:36,2020-05-02 06:32:41.130,35.72999954223633,28.8999309,41.0260541,28.184,30,1157
00:1B:10:18:4C:36,2020-05-02 06:32:51.267,35.720001220703125,28.8999309,41.0260541,28.184,30,1158
00:1B:10:18:4C:36,2020-05-02 06:33:01.213,35.689998626708984,28.899995,41.0258889,18.363,30,1159
00:1B:10:18:4C:36,2020-05-02 06:33:11.160,35.7599983215332,28.899995,41.0258889,18.363,30,1160
00:1B:10:18:4C:36,2020-05-02 06:33:21.310,35.5,28.899995,41.0258889,18.363,30,1161
00:1B:10:18:4C:36,2020-05-02 06:33:31.247,35.7599983215332,28.899995,41.0258889,18.363,30,1162
00:1B:10:18:4C:36,2020-05-02 06:33:41.187,35.709999084472656,28.899995,41.0258889,18.363,30,1163
00:1B:10:18:4C:36,2020-05-02 06:33:51.133,35.77000045776367,28.899995,41.0258889,18.363,30,1164
00:1B:10:18:4C:36,2020-05-02 06:34:01.273,35.7400016784668,28.899995,41.0258889,18.363,30,1165
00:1B:10:18:4C:36,2020-05-02 06:34:11.220,35.790000915527344,28.899995,41.0258889,18.363,30,1166
00:1B:10:18:33:47,2020-05-02 06:34:16.573,36.0,29.2013689,41.0123989,14.605,34,1167
00:1B:10:18:4C:36,2020-05-02 06:34:21.163,35.77000045776367,28.899995,41.0258889,18.363,30,1168
00:1B:10:18:4C:36,2020-05-02 06:34:31.110,35.77000045776367,28.899995,41.0258889,18.363,30,1169
00:1B:10:18:4C:36,2020-05-02 06:34:41.250,35.5,28.8999378,41.0261004,25.374,30,1170
00:1B:10:18:4C:36,2020-05-02 06:34:51.193,35.779998779296875,28.8999378,41.0261004,25.374,30,1171
00:1B:10:18:4C:36,2020-05-02 06:35:01.133,35.75,28.8999378,41.0261004,25.374,30,1172
00:1B:10:18:4C:36,2020-05-02 06:35:11.277,35.779998779296875,28.8999378,41.0261004,25.374,30,1173
00:1B:10:18:4C:36,2020-05-02 06:35:21.220,35.75,28.8999378,41.0261004,25.374,30,1174
00:1B:10:18:4C:36,2020-05-02 06:35:31.363,35.5,28.8999378,41.0261004,25.374,30,1175
00:1B:10:18:4C:36,2020-05-02 06:35:41.110,35.7400016784668,28.8999378,41.0261004,25.374,30,1176
00:1B:10:18:4C:36,2020-05-02 06:35:51.250,35.77000045776367,28.8999378,41.0261004,25.374,30,1177
00:1B:10:18:4C:36,2020-05-02 06:37:11.053,35.5,0.0,0.0,0.0,30,1178
00:1B:10:18:4C:36,2020-05-02 06:37:21.180,35.720001220703125,0.0,0.0,0.0,30,1179
00:1B:10:18:4C:36,2020-05-02 06:37:31.120,35.77000045776367,0.0,0.0,0.0,30,1180
00:1B:10:18:4C:36,2020-05-02 06:37:41.263,35.75,0.0,0.0,0.0,30,1181
00:1B:10:18:4C:36,2020-05-02 06:37:51.210,35.779998779296875,0.0,0.0,0.0,30,1182
00:1B:10:18:4C:36,2020-05-02 06:38:01.343,35.68000030517578,0.0,0.0,0.0,30,1183
00:1B:10:18:4C:36,2020-05-02 06:38:11.097,35.720001220703125,0.0,0.0,0.0,30,1185
00:1B:10:18:4C:36,2020-05-02 06:38:21.240,35.72999954223633,0.0,0.0,0.0,30,1186
00:1B:10:18:4C:36,2020-05-02 06:38:31.183,35.7599983215332,0.0,0.0,0.0,30,1187
00:1B:10:18:50:2F,2020-05-02 06:38:39.483,35.0,28.7611709,41.0476898,28.822,26,1188
00:1B:10:18:4C:36,2020-05-02 06:38:41.107,35.72999954223633,0.0,0.0,0.0,30,1189
00:1B:10:18:4C:36,2020-05-02 06:38:51.270,35.66999816894531,0.0,0.0,0.0,30,1190
00:1B:10:18:4C:36,2020-05-02 06:39:01.213,35.75,0.0,0.0,0.0,30,1191
00:1B:10:18:4C:36,2020-05-02 06:39:11.157,35.689998626708984,0.0,0.0,0.0,30,1192
00:1B:10:18:4C:36,2020-05-02 06:39:21.100,35.689998626708984,28.8999187,41.0261031,18.889,30,1193
00:1B:10:18:4C:36,2020-05-02 06:39:31.247,35.77000045776367,28.8999187,41.0261031,18.889,30,1194
00:1B:10:18:4C:36,2020-05-02 06:39:41.190,35.70000076293945,28.8999187,41.0261031,18.889,30,1195
00:1B:10:18:4C:36,2020-05-02 06:39:51.133,35.72999954223633,28.8999187,41.0261031,18.889,30,1197
00:1B:10:18:4C:36,2020-05-02 06:40:01.270,35.70000076293945,28.8999187,41.0261031,18.889,30,1199
00:1B:10:18:4C:36,2020-05-02 06:40:11.220,35.70000076293945,28.8999187,41.0261031,18.889,30,1200
00:1B:10:18:4C:36,2020-05-02 06:40:21.167,35.709999084472656,28.8999187,41.0261031,18.889,30,1201
00:1B:10:18:4C:36,2020-05-02 06:40:31.107,35.75,28.8999187,41.0261031,18.889,30,1202
00:1B:10:18:4C:36,2020-05-02 06:40:41.250,35.77000045776367,28.8999187,41.0261031,18.889,30,1203
00:1B:10:18:4C:36,2020-05-02 06:40:51.193,35.689998626708984,28.8999187,41.0261031,18.889,30,1204
00:1B:10:18:4C:36,2020-05-02 06:41:01.137,35.650001525878906,28.8999187,41.0261031,18.889,30,1205
00:1B:10:18:4C:36,2020-05-02 06:41:11.083,35.66999816894531,28.8999187,41.0261031,18.889,30,1206
00:1B:10:18:4C:36,2020-05-02 06:41:21.210,35.650001525878906,28.8999187,41.0261031,18.889,30,1207
00:1B:10:18:4C:36,2020-05-02 06:41:31.160,35.720001220703125,28.8999187,41.0261031,18.889,30,1208
00:1B:10:18:4C:36,2020-05-02 06:41:41.113,35.7400016784668,28.8999484,41.0260773,27.791,30,1209
00:1B:10:18:4C:36,2020-05-02 06:41:51.250,35.68000030517578,28.8999484,41.0260773,27.791,30,1210
00:1B:10:18:4C:36,2020-05-02 06:42:01.200,35.70000076293945,28.8999484,41.0260773,27.791,30,1211
00:1B:10:18:4C:36,2020-05-02 06:42:11.140,35.650001525878906,28.8999484,41.0260773,27.791,30,1212
00:1B:10:18:4C:36,2020-05-02 06:42:21.087,35.650001525878906,28.8999484,41.0260773,27.791,30,1213
00:1B:10:18:4C:36,2020-05-02 06:42:31.227,35.650001525878906,28.8999484,41.0260773,27.791,30,1214
00:1B:10:18:4C:36,2020-05-02 06:42:41.173,35.65999984741211,28.8999484,41.0260773,27.791,30,1215
00:1B:10:18:4C:36,2020-05-02 06:42:51.117,35.66999816894531,28.8999484,41.0260773,27.791,30,1216
00:1B:10:18:4C:36,2020-05-02 06:43:01.257,35.61000061035156,28.8999484,41.0260773,27.791,30,1217
00:1B:10:18:4C:36,2020-05-02 06:43:11.203,35.650001525878906,28.8999484,41.0260773,27.791,30,1218
00:1B:10:18:4C:36,2020-05-02 06:43:21.147,35.61000061035156,28.8999484,41.0260773,27.791,30,1219
00:1B:10:18:4C:36,2020-05-02 06:43:31.090,35.650001525878906,28.8999484,41.0260773,27.791,30,1220
00:1B:10:18:4C:36,2020-05-02 06:43:41.233,35.61000061035156,28.8999484,41.0260773,27.791,30,1221
00:1B:10:18:4C:36,2020-05-02 06:43:51.177,35.619998931884766,28.8999942,41.0258899,21.238,30,1222
00:1B:10:18:4C:36,2020-05-02 06:44:01.123,35.63999938964844,28.8999942,41.0258899,21.238,30,1223
00:1B:10:18:4C:36,2020-05-02 06:44:11.457,35.650001525878906,28.8999942,41.0258899,21.238,30,1224
00:1B:10:18:33:47,2020-05-02 06:44:16.390,36.0,29.2013689,41.0123989,14.605,34,1225
00:1B:10:18:4C:36,2020-05-02 06:44:21.207,35.630001068115234,28.8999942,41.0258899,21.238,30,1226
00:1B:10:18:4C:36,2020-05-02 06:44:31.153,35.619998931884766,28.8999942,41.0258899,21.238,30,1227
00:1B:10:18:4C:36,2020-05-02 06:44:41.097,35.619998931884766,28.8999942,41.0258899,21.238,30,1228
00:1B:10:18:4C:36,2020-05-02 06:44:51.237,35.58000183105469,28.8999942,41.0258899,21.238,30,1229
00:1B:10:18:4C:36,2020-05-02 06:45:01.183,35.599998474121094,28.8999942,41.0258899,21.238,30,1230
00:1B:10:18:4C:36,2020-05-02 06:45:11.317,35.61000061035156,28.8999942,41.0258899,21.238,30,1231
00:1B:10:18:4C:36,2020-05-02 06:45:21.070,35.529998779296875,28.8999942,41.0258899,21.238,30,1232
00:1B:10:18:4C:36,2020-05-02 06:45:31.213,35.599998474121094,28.8999942,41.0258899,21.238,30,1233
00:1B:10:18:4C:36,2020-05-02 06:45:41.157,35.58000183105469,28.8999942,41.0258899,21.238,30,1234
00:1B:10:18:4C:36,2020-05-02 06:45:51.100,35.599998474121094,28.8999942,41.0258899,21.238,30,1235
00:1B:10:18:4C:36,2020-05-02 06:46:01.243,35.61000061035156,28.8999942,41.0258899,21.238,30,1236
00:1B:10:18:4C:36,2020-05-02 06:46:11.187,35.59000015258789,28.8999248,41.0261142,35.256,30,1237
00:1B:10:18:4C:36,2020-05-02 06:46:21.133,35.59000015258789,28.8999248,41.0261142,35.256,30,1238
00:1B:10:18:4C:36,2020-05-02 06:46:31.077,35.619998931884766,28.8999248,41.0261142,35.256,30,1239
00:1B:10:18:4C:36,2020-05-02 06:46:41.217,35.630001068115234,28.8999248,41.0261142,35.256,30,1240
00:1B:10:18:4C:36,2020-05-02 06:46:51.163,35.650001525878906,28.8999248,41.0261142,35.256,30,1241
00:1B:10:18:4C:36,2020-05-02 06:47:01.107,35.619998931884766,28.8999248,41.0261142,35.256,30,1242
00:1B:10:18:4C:36,2020-05-02 06:47:11.247,35.58000183105469,28.8999248,41.0261142,35.256,30,1243
00:1B:10:18:4C:36,2020-05-02 06:47:21.187,35.599998474121094,28.8999248,41.0261142,35.256,30,1244
00:1B:10:18:4C:36,2020-05-02 06:47:31.137,35.630001068115234,28.8999248,41.0261142,35.256,30,1245
00:1B:10:18:4C:36,2020-05-02 06:47:41.080,35.56999969482422,28.8999248,41.0261142,35.256,30,1246
00:1B:10:18:4C:36,2020-05-02 06:47:51.220,35.58000183105469,28.8999248,41.0261142,35.256,30,1247
00:1B:10:18:4C:36,2020-05-02 06:48:01.167,35.56999969482422,28.8999248,41.0261142,35.256,30,1248
00:1B:10:18:4C:36,2020-05-02 06:48:11.110,35.59000015258789,28.8999248,41.0261142,35.256,30,1250
00:1B:10:18:4C:36,2020-05-02 06:48:21.257,35.560001373291016,28.8999167,41.0261052,19.799,30,1251
00:1B:10:18:4C:36,2020-05-02 06:48:31.197,35.599998474121094,28.8999167,41.0261052,19.799,30,1252
00:1B:10:18:50:2F,2020-05-02 06:48:39.487,36.0,28.7605279,41.0476622,8.293,26,1253
00:1B:10:18:4C:36,2020-05-02 06:48:41.140,35.56999969482422,28.8999167,41.0261052,19.799,30,1254
00:1B:10:18:4C:36,2020-05-02 06:48:51.087,35.599998474121094,28.8999167,41.0261052,19.799,30,1255
00:1B:10:18:4C:36,2020-05-02 06:49:01.227,35.5099983215332,28.8999167,41.0261052,19.799,30,1256
00:1B:10:18:4C:36,2020-05-02 06:49:11.170,35.54999923706055,28.8999167,41.0261052,19.799,30,1257
00:1B:10:18:4C:36,2020-05-02 06:49:21.117,35.560001373291016,28.8999167,41.0261052,19.799,30,1258
00:1B:10:18:4C:36,2020-05-02 06:49:31.253,35.54999923706055,28.8999167,41.0261052,19.799,30,1259
00:1B:10:18:4C:36,2020-05-02 06:49:41.200,35.54999923706055,28.8999167,41.0261052,19.799,30,1260
00:1B:10:18:4C:36,2020-05-02 06:49:51.143,35.52000045776367,28.8999167,41.0261052,19.799,30,1263
00:1B:10:18:4C:36,2020-05-02 06:50:01.090,35.59000015258789,28.8999167,41.0261052,19.799,30,1264
00:1B:10:18:4C:36,2020-05-02 06:50:11.233,35.56999969482422,28.8999167,41.0261052,19.799,30,1265
00:1B:10:18:4C:36,2020-05-02 06:50:21.363,35.56999969482422,28.8999167,41.0261052,19.799,30,1266
00:1B:10:18:4C:36,2020-05-02 06:50:31.117,35.58000183105469,28.8999167,41.0261052,19.799,30,1267
00:1B:10:18:4C:36,2020-05-02 06:50:41.067,35.560001373291016,28.8999988,41.0258927,22.005,30,1268
00:1B:10:18:4C:36,2020-05-02 06:50:51.987,35.58000183105469,28.8999988,41.0258927,22.005,30,1269
00:1B:10:18:4C:36,2020-05-02 06:51:01.147,35.540000915527344,28.8999988,41.0258927,22.005,30,1270
00:1B:10:18:4C:36,2020-05-02 06:51:11.290,35.61000061035156,28.8999988,41.0258927,22.005,30,1271
00:1B:10:18:4C:36,2020-05-02 06:51:21.233,35.560001373291016,28.8999988,41.0258927,22.005,30,1272
00:1B:10:18:4C:36,2020-05-02 06:51:31.180,35.59000015258789,28.8999988,41.0258927,22.005,30,1273
00:1B:10:18:4C:36,2020-05-02 06:51:41.707,35.58000183105469,28.8999988,41.0258927,22.005,30,1274
00:1B:10:18:4C:36,2020-05-02 06:51:51.073,35.650001525878906,28.8999988,41.0258927,22.005,30,1275
00:1B:10:18:4C:36,2020-05-02 06:52:01.210,35.529998779296875,28.8999988,41.0258927,22.005,30,1276
00:1B:10:18:4C:36,2020-05-02 06:52:11.153,35.630001068115234,28.8999988,41.0258927,22.005,30,1277
00:1B:10:18:4C:36,2020-05-02 06:52:21.097,35.560001373291016,28.8999988,41.0258927,22.005,30,1278
00:1B:10:18:4C:36,2020-05-02 06:52:32.407,35.56999969482422,28.8999988,41.0258927,22.005,30,1279
00:1B:10:18:33:47,2020-05-02 06:54:16.417,36.0,29.2013996,41.0123832,29.02,34,1290
00:1B:10:18:4C:36,2020-05-02 06:52:36.310,35.61000061035156,28.8999988,41.0258927,22.005,30,1297
00:1B:10:18:4C:36,2020-05-02 06:57:01.493,35.65999984741211,28.8999362,41.0261009,20.515,30,1298
00:1B:10:18:4C:36,2020-05-02 06:57:36.663,35.63999938964844,0.0,0.0,0.0,30,1299
00:1B:10:18:4C:36,2020-05-02 06:57:46.727,35.59000015258789,0.0,0.0,0.0,30,1300
00:1B:10:18:4C:36,2020-05-02 06:57:56.730,35.59000015258789,0.0,0.0,0.0,30,1301
00:1B:10:18:4C:36,2020-05-02 06:58:06.737,35.61000061035156,0.0,0.0,0.0,30,1302
00:1B:10:18:4C:36,2020-05-02 06:58:16.743,35.599998474121094,0.0,0.0,0.0,30,1304
00:1B:10:18:4C:36,2020-05-02 06:58:26.750,35.59000015258789,0.0,0.0,0.0,30,1305
00:1B:10:18:4C:36,2020-05-02 06:58:36.757,35.540000915527344,0.0,0.0,0.0,30,1306
00:1B:10:18:50:2F,2020-05-02 06:58:39.530,36.0,28.7617907,41.0473025,12.438,26,1307
00:1B:10:18:4C:36,2020-05-02 06:58:46.760,35.56999969482422,0.0,0.0,0.0,30,1308
00:1B:10:18:4C:36,2020-05-02 06:58:56.767,35.5099983215332,0.0,0.0,0.0,30,1309
00:1B:10:18:4C:36,2020-05-02 06:59:06.773,35.529998779296875,0.0,0.0,0.0,30,1310
00:1B:10:18:4C:36,2020-05-02 06:59:16.777,35.66999816894531,0.0,0.0,0.0,30,1311
00:1B:10:18:4C:36,2020-05-02 06:59:26.783,35.599998474121094,0.0,0.0,0.0,30,1312
00:1B:10:18:4C:36,2020-05-02 06:59:36.790,35.709999084472656,0.0,0.0,0.0,30,1313
00:1B:10:18:4C:36,2020-05-02 06:59:46.797,35.720001220703125,28.8999136,41.0261155,22.292,30,1314
00:1B:10:18:4C:36,2020-05-02 06:59:56.803,35.619998931884766,28.8999136,41.0261155,22.292,30,1317
00:1B:10:18:4C:36,2020-05-02 07:00:06.807,35.61000061035156,28.8999136,41.0261155,22.292,30,1318
00:1B:10:18:4C:36,2020-05-02 07:00:16.810,35.619998931884766,28.8999136,41.0261155,22.292,30,1319
00:1B:10:18:4C:36,2020-05-02 07:00:26.817,35.61000061035156,28.8999136,41.0261155,22.292,30,1320
00:1B:10:18:4C:36,2020-05-02 07:00:36.820,35.650001525878906,28.8999136,41.0261155,22.292,30,1321
00:1B:10:18:4C:36,2020-05-02 07:00:46.827,35.70000076293945,28.8999136,41.0261155,22.292,30,1322
00:1B:10:18:4C:36,2020-05-02 07:00:56.833,35.66999816894531,28.8999136,41.0261155,22.292,30,1323
00:1B:10:18:4C:36,2020-05-02 07:01:06.837,35.779998779296875,28.8999136,41.0261155,22.292,30,1324
00:1B:10:18:4C:36,2020-05-02 07:01:16.843,35.7599983215332,28.8999136,41.0261155,22.292,30,1325
00:1B:10:18:4C:36,2020-05-02 07:01:26.850,35.72999954223633,28.8999136,41.0261155,22.292,30,1326
00:1B:10:18:4C:36,2020-05-02 07:01:36.857,35.5,28.8999136,41.0261155,22.292,30,1327
00:1B:10:18:4C:36,2020-05-02 07:01:46.860,35.77000045776367,28.8999136,41.0261155,22.292,30,1328
00:1B:10:18:4C:36,2020-05-02 07:01:56.863,35.7599983215332,28.8999136,41.0261155,22.292,30,1329
00:1B:10:18:4C:36,2020-05-02 07:02:06.867,35.5,28.90001,41.0258776,18.964,30,1330
00:1B:10:18:4C:36,2020-05-02 07:02:16.873,35.779998779296875,28.90001,41.0258776,18.964,30,1331
00:1B:10:18:4C:36,2020-05-02 07:02:26.877,35.5099983215332,28.90001,41.0258776,18.964,30,1332
00:1B:10:18:4C:36,2020-05-02 07:02:36.883,35.75,28.90001,41.0258776,18.964,30,1333
00:1B:10:18:4C:36,2020-05-02 07:02:46.890,35.79999923706055,28.90001,41.0258776,18.964,30,1334
00:1B:10:18:4C:36,2020-05-02 07:02:56.897,35.720001220703125,28.90001,41.0258776,18.964,30,1335
00:1B:10:18:4C:36,2020-05-02 07:03:06.900,35.689998626708984,28.90001,41.0258776,18.964,30,1336
00:1B:10:18:4C:36,2020-05-02 07:03:16.907,35.720001220703125,28.90001,41.0258776,18.964,30,1337
00:1B:10:18:4C:36,2020-05-02 07:03:26.913,35.689998626708984,28.90001,41.0258776,18.964,30,1338
00:1B:10:18:4C:36,2020-05-02 07:03:36.917,35.66999816894531,28.90001,41.0258776,18.964,30,1339
00:1B:10:18:4C:36,2020-05-02 07:03:46.923,35.70000076293945,28.90001,41.0258776,18.964,30,1340
00:1B:10:18:4C:36,2020-05-02 07:03:56.930,35.68000030517578,28.90001,41.0258776,18.964,30,1341
00:1B:10:18:4C:36,2020-05-02 07:04:06.937,35.650001525878906,28.90001,41.0258776,18.964,30,1342
00:1B:10:18:4C:36,2020-05-02 07:04:16.940,35.619998931884766,28.90001,41.0258776,18.964,30,1343
00:1B:10:18:33:47,2020-05-02 07:04:16.433,36.0,29.2013996,41.0123832,29.02,34,1344
00:1B:10:18:4C:36,2020-05-02 07:04:26.947,35.619998931884766,28.90001,41.0258776,18.964,30,1345
00:1B:10:18:4C:36,2020-05-02 07:04:36.950,35.63999938964844,28.90001,41.0258776,18.964,30,1346
00:1B:10:18:4C:36,2020-05-02 07:04:46.957,35.599998474121094,28.8999413,41.026094,26.063,30,1347
00:1B:10:18:4C:36,2020-05-02 07:04:56.963,35.58000183105469,28.8999413,41.026094,26.063,30,1348
00:1B:10:18:4C:36,2020-05-02 07:05:06.967,35.599998474121094,28.8999413,41.026094,26.063,30,1349
00:1B:10:18:4C:36,2020-05-02 07:05:16.973,35.58000183105469,28.8999413,41.026094,26.063,30,1350
00:1B:10:18:4C:36,2020-05-02 07:05:26.977,35.5,28.8999413,41.026094,26.063,30,1351
00:1B:10:18:4C:36,2020-05-02 07:05:36.983,35.58000183105469,28.8999413,41.026094,26.063,30,1352
00:1B:10:18:4C:36,2020-05-02 07:05:47.007,35.59000015258789,28.8999413,41.026094,26.063,30,1353
00:1B:10:18:4C:36,2020-05-02 07:05:57.010,35.58000183105469,28.8999413,41.026094,26.063,30,1354
00:1B:10:18:4C:36,2020-05-02 07:06:07.017,35.56999969482422,28.8999413,41.026094,26.063,30,1355
00:1B:10:18:4C:36,2020-05-02 07:06:17.020,35.59000015258789,28.8999413,41.026094,26.063,30,1356
00:1B:10:18:4C:36,2020-05-02 07:06:27.027,35.58000183105469,28.8999413,41.026094,26.063,30,1357
00:1B:10:18:4C:36,2020-05-02 07:06:37.030,35.599998474121094,28.8999413,41.026094,26.063,30,1358
00:1B:10:18:4C:36,2020-05-02 07:06:47.037,35.619998931884766,28.8999413,41.026094,26.063,30,1359
00:1B:10:18:4C:36,2020-05-02 07:06:57.040,35.58000183105469,28.8999413,41.026094,26.063,30,1360
00:1B:10:18:4C:36,2020-05-02 07:07:07.047,35.599998474121094,28.900388,41.0259517,43.826,30,1361
00:1B:10:18:4C:36,2020-05-02 07:07:17.053,35.599998474121094,28.900388,41.0259517,43.826,30,1362
00:1B:10:18:4C:36,2020-05-02 07:07:27.060,35.52000045776367,28.900388,41.0259517,43.826,30,1363
00:1B:10:18:4C:36,2020-05-02 07:07:37.063,35.58000183105469,28.900388,41.0259517,43.826,30,1364
00:1B:10:18:4C:36,2020-05-02 07:07:47.070,35.56999969482422,28.900388,41.0259517,43.826,30,1365
00:1B:10:18:4C:36,2020-05-02 07:07:57.087,35.61000061035156,28.900388,41.0259517,43.826,30,1366
00:1B:10:18:4C:36,2020-05-02 07:08:07.093,35.61000061035156,28.900388,41.0259517,43.826,30,1367
00:1B:10:18:4C:36,2020-05-02 07:08:17.097,35.599998474121094,28.900388,41.0259517,43.826,30,1369
00:1B:10:18:4C:36,2020-05-02 07:08:27.103,35.61000061035156,28.900388,41.0259517,43.826,30,1370
00:1B:10:18:4C:36,2020-05-02 07:08:37.110,35.56999969482422,28.900388,41.0259517,43.826,30,1371
00:1B:10:18:50:2F,2020-05-02 07:08:39.387,36.0,28.7619757,41.0474359,77.284,26,1372
00:1B:10:18:4C:36,2020-05-02 07:08:47.117,35.61000061035156,28.900388,41.0259517,43.826,30,1373
00:1B:10:18:4C:36,2020-05-02 07:08:57.120,35.630001068115234,28.900388,41.0259517,43.826,30,1374
00:1B:10:18:4C:36,2020-05-02 07:09:07.127,35.59000015258789,28.900388,41.0259517,43.826,30,1375
00:1B:10:18:4C:36,2020-05-02 07:09:17.130,35.560001373291016,28.900388,41.0259517,43.826,30,1376
00:1B:10:18:4C:36,2020-05-02 07:09:27.137,35.56999969482422,28.900388,41.0259517,43.826,30,1377
00:1B:10:18:4C:36,2020-05-02 07:09:37.143,35.529998779296875,28.900388,41.0259517,43.826,30,1378
00:1B:10:18:4C:36,2020-05-02 07:09:47.147,35.68000030517578,28.8999387,41.0260633,17.915,30,1379
00:1B:10:18:4C:36,2020-05-02 07:09:57.153,35.58000183105469,28.8999387,41.0260633,17.915,30,1382
00:1B:10:18:4C:36,2020-05-02 07:10:07.160,35.560001373291016,28.8999387,41.0260633,17.915,30,1383
00:1B:10:18:4C:36,2020-05-02 07:10:17.163,35.56999969482422,28.8999387,41.0260633,17.915,30,1384
00:1B:10:18:4C:36,2020-05-02 07:10:27.170,35.61000061035156,28.8999387,41.0260633,17.915,30,1385
00:1B:10:18:4C:36,2020-05-02 07:10:37.177,35.61000061035156,28.8999387,41.0260633,17.915,30,1386
00:1B:10:18:4C:36,2020-05-02 07:10:47.180,35.58000183105469,28.8999387,41.0260633,17.915,30,1387
00:1B:10:18:4C:36,2020-05-02 07:10:57.187,35.66999816894531,28.8999387,41.0260633,17.915,30,1388
00:1B:10:18:4C:36,2020-05-02 07:11:07.193,35.630001068115234,28.8999387,41.0260633,17.915,30,1389
00:1B:10:18:4C:36,2020-05-02 07:11:17.197,35.59000015258789,28.8999305,41.0261019,24.365,30,1390
00:1B:10:18:4C:36,2020-05-02 07:11:27.203,35.66999816894531,28.8999305,41.0261019,24.365,30,1391
00:1B:10:18:4C:36,2020-05-02 07:11:37.207,35.66999816894531,28.8999305,41.0261019,24.365,30,1392
00:1B:10:18:4C:36,2020-05-02 07:11:47.217,35.59000015258789,28.8999305,41.0261019,24.365,30,1393
00:1B:10:18:4C:36,2020-05-02 07:11:57.220,35.61000061035156,28.8999305,41.0261019,24.365,30,1394
00:1B:10:18:4C:36,2020-05-02 07:12:07.227,35.68000030517578,28.8999305,41.0261019,24.365,30,1395
00:1B:10:18:4C:36,2020-05-02 07:12:17.233,35.630001068115234,28.8999305,41.0261019,24.365,30,1396
00:1B:10:18:4C:36,2020-05-02 07:12:27.237,35.61000061035156,28.8999305,41.0261019,24.365,30,1397
00:1B:10:18:4C:36,2020-05-02 07:12:37.243,35.66999816894531,28.8999305,41.0261019,24.365,30,1398
00:1B:10:18:4C:36,2020-05-02 07:12:47.247,35.70000076293945,28.8999305,41.0261019,24.365,30,1399
00:1B:10:18:4C:36,2020-05-02 07:12:57.253,35.650001525878906,28.8999305,41.0261019,24.365,30,1400
00:1B:10:18:4C:36,2020-05-02 07:13:07.260,35.66999816894531,28.8999305,41.0261019,24.365,30,1401
00:1B:10:18:4C:36,2020-05-02 07:13:17.263,35.7400016784668,28.8999305,41.0261019,24.365,30,1402
00:1B:10:18:4C:36,2020-05-02 07:13:27.267,35.720001220703125,28.8999305,41.0261019,24.365,30,1403
00:1B:10:18:4C:36,2020-05-02 07:13:37.273,35.72999954223633,28.9000225,41.0258515,21.091,30,1404
00:1B:10:18:4C:36,2020-05-02 07:13:47.277,35.7599983215332,28.9000225,41.0258515,21.091,30,1405
00:1B:10:18:4C:36,2020-05-02 07:13:57.283,35.79999923706055,28.9000225,41.0258515,21.091,30,1406
00:1B:10:18:4C:36,2020-05-02 07:14:07.290,35.7599983215332,28.9000225,41.0258515,21.091,30,1407
00:1B:10:18:4C:36,2020-05-02 07:14:17.300,35.70000076293945,28.9000225,41.0258515,21.091,30,1408
00:1B:10:18:33:47,2020-05-02 07:14:16.447,36.0,29.2013996,41.0123832,29.02,34,1409
00:1B:10:18:4C:36,2020-05-02 07:14:27.307,35.75,28.9000225,41.0258515,21.091,30,1410
00:1B:10:18:4C:36,2020-05-02 07:14:37.313,35.7400016784668,28.9000225,41.0258515,21.091,30,1411
00:1B:10:18:4C:36,2020-05-02 07:14:47.320,35.7599983215332,28.9000225,41.0258515,21.091,30,1412
